2026-07-22 13:57:57 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 14:47:24 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 14:47:51 | INFO | yumi_almaz | Bot to'xtatildi.
2026-07-22 14:47:51 | INFO | yumi_almaz | Bot qo'lda to'xtatildi.
2026-07-22 14:47:54 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 14:48:30 | INFO | yumi_almaz | Bot to'xtatildi.
2026-07-22 14:48:30 | INFO | yumi_almaz | Bot qo'lda to'xtatildi.
2026-07-22 14:48:34 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 14:49:10 | INFO | yumi_almaz | Bot to'xtatildi.
2026-07-22 14:49:10 | INFO | yumi_almaz | Bot qo'lda to'xtatildi.
2026-07-22 14:49:13 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 14:49:30 | INFO | yumi_almaz | Bot to'xtatildi.
2026-07-22 14:49:30 | INFO | yumi_almaz | Bot qo'lda to'xtatildi.
2026-07-22 14:49:34 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 14:51:55 | WARNING | yumi_almaz | Kanal tekshirishda xatolik @Isbot Kanal💎: Telegram server says - Bad Request: chat not found
2026-07-22 14:53:28 | INFO | yumi_almaz | Yangi user ro'yxatdan o'tdi: 7560498554 wallet=X6XAR
2026-07-22 14:54:06 | WARNING | yumi_almaz | Admin 8059999086 botni restart qildi.
2026-07-22 14:54:44 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 14:58:28 | INFO | yumi_almaz | Bot to'xtatildi.
2026-07-22 14:58:29 | INFO | yumi_almaz | Bot qo'lda to'xtatildi.
2026-07-22 14:58:32 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 15:01:32 | INFO | yumi_almaz | Bot to'xtatildi.
2026-07-22 15:01:32 | INFO | yumi_almaz | Bot qo'lda to'xtatildi.
2026-07-22 15:01:36 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 15:05:49 | INFO | yumi_almaz | Bot to'xtatildi.
2026-07-22 15:05:49 | INFO | yumi_almaz | Bot qo'lda to'xtatildi.
2026-07-22 15:05:54 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 15:07:47 | WARNING | yumi_almaz | Kanal ma'lumotini olishda xatolik @isbot_savdo: Telegram server says - Bad Request: chat not found
2026-07-22 15:07:56 | WARNING | yumi_almaz | Kanal tekshirishda xatolik @isbot_savdo: Telegram server says - Bad Request: chat not found
2026-07-22 15:08:00 | WARNING | yumi_almaz | Kanal tekshirishda xatolik @isbot_savdo: Telegram server says - Bad Request: chat not found
2026-07-22 15:08:31 | INFO | yumi_almaz | Yangi user ro'yxatdan o'tdi: 8859222211 wallet=351B0
2026-07-22 15:08:31 | INFO | yumi_almaz | Referral hisoblandi: referrer=8059999086 referred=8859222211 bonus=50
2026-07-22 15:11:02 | INFO | yumi_almaz | Bot to'xtatildi.
2026-07-22 15:11:02 | INFO | yumi_almaz | Bot qo'lda to'xtatildi.
2026-07-22 15:11:06 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 15:14:56 | WARNING | yumi_almaz | Kanal ma'lumotini olishda xatolik @https://t.me/+nW69rg5lNmVjNWQy: Telegram server says - Bad Request: chat not found
2026-07-22 15:16:26 | WARNING | yumi_almaz | Kanal tekshirishda xatolik @https://t.me/+nW69rg5lNmVjNWQy: Telegram server says - Bad Request: chat not found
2026-07-22 15:16:38 | WARNING | yumi_almaz | Kanal tekshirishda xatolik @https://t.me/+nW69rg5lNmVjNWQy: Telegram server says - Bad Request: chat not found
2026-07-22 15:17:34 | INFO | yumi_almaz | Bot to'xtatildi.
2026-07-22 15:17:34 | INFO | yumi_almaz | Bot qo'lda to'xtatildi.
2026-07-22 15:17:40 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 15:17:53 | WARNING | yumi_almaz | Kanal ma'lumotini olishda xatolik @https://t.me/+nW69rg5lNmVjNWQy: Telegram server says - Bad Request: chat not found
2026-07-22 15:28:20 | INFO | yumi_almaz | Bot to'xtatildi.
2026-07-22 15:28:20 | INFO | yumi_almaz | Bot qo'lda to'xtatildi.
2026-07-22 15:28:26 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 15:37:34 | INFO | yumi_almaz | Bot to'xtatildi.
2026-07-22 15:37:34 | INFO | yumi_almaz | Bot qo'lda to'xtatildi.
2026-07-22 15:37:38 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 15:46:01 | INFO | yumi_almaz | Bot to'xtatildi.
2026-07-22 15:46:01 | INFO | yumi_almaz | Bot qo'lda to'xtatildi.
2026-07-22 15:46:06 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 15:46:34 | INFO | yumi_almaz | [fwd-debug] forward_from_chat=Chat(id=-1003778217296, type='channel', title="Yumi Omlos To'lov Kanali", username=None, first_name=None, last_name=None, is_forum=None, accent_color_id=None, active_usernames=None, available_reactions=None, background_custom_emoji_id=None, bio=None, birthdate=None, business_intro=None, business_location=None, business_opening_hours=None, can_set_sticker_set=None, custom_emoji_sticker_set_name=None, description=None, emoji_status_custom_emoji_id=None, emoji_status_expiration_date=None, has_aggressive_anti_spam_enabled=None, has_hidden_members=None, has_private_forwards=None, has_protected_content=None, has_restricted_voice_and_video_messages=None, has_visible_history=None, invite_link=None, join_by_request=None, join_to_send_messages=None, linked_chat_id=None, location=None, message_auto_delete_time=None, permissions=None, personal_chat=None, photo=None, pinned_message=None, profile_accent_color_id=None, profile_background_custom_emoji_id=None, slow_mode_delay=None, sticker_set_name=None, unrestrict_boost_count=None)
2026-07-22 15:46:34 | INFO | yumi_almaz | [fwd-debug] forward_origin=MessageOriginChannel(type=<MessageOriginType.CHANNEL: 'channel'>, date=datetime.datetime(2026, 7, 22, 10, 36, 14, tzinfo=TzInfo(UTC)), chat=Chat(id=-1003778217296, type='channel', title="Yumi Omlos To'lov Kanali", username=None, first_name=None, last_name=None, is_forum=None, accent_color_id=None, active_usernames=None, available_reactions=None, background_custom_emoji_id=None, bio=None, birthdate=None, business_intro=None, business_location=None, business_opening_hours=None, can_set_sticker_set=None, custom_emoji_sticker_set_name=None, description=None, emoji_status_custom_emoji_id=None, emoji_status_expiration_date=None, has_aggressive_anti_spam_enabled=None, has_hidden_members=None, has_private_forwards=None, has_protected_content=None, has_restricted_voice_and_video_messages=None, has_visible_history=None, invite_link=None, join_by_request=None, join_to_send_messages=None, linked_chat_id=None, location=None, message_auto_delete_time=None, permissions=None, personal_chat=None, photo=None, pinned_message=None, profile_accent_color_id=None, profile_background_custom_emoji_id=None, slow_mode_delay=None, sticker_set_name=None, unrestrict_boost_count=None), message_id=3, author_signature=None)
2026-07-22 15:46:34 | INFO | yumi_almaz | [fwd-debug] forward_origin type=<class 'aiogram.types.message_origin_channel.MessageOriginChannel'>
2026-07-22 15:46:43 | INFO | yumi_almaz | [fwd-debug] forward_from_chat=None
2026-07-22 15:46:43 | INFO | yumi_almaz | [fwd-debug] forward_origin=None
2026-07-22 15:48:19 | INFO | yumi_almaz | Bot to'xtatildi.
2026-07-22 15:48:19 | INFO | yumi_almaz | Bot qo'lda to'xtatildi.
2026-07-22 15:48:23 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 15:48:46 | INFO | yumi_almaz | [fwd-debug] forward_from_chat=Chat(id=-1003778217296, type='channel', title="Yumi Omlos To'lov Kanali", username=None, first_name=None, last_name=None, is_forum=None, accent_color_id=None, active_usernames=None, available_reactions=None, background_custom_emoji_id=None, bio=None, birthdate=None, business_intro=None, business_location=None, business_opening_hours=None, can_set_sticker_set=None, custom_emoji_sticker_set_name=None, description=None, emoji_status_custom_emoji_id=None, emoji_status_expiration_date=None, has_aggressive_anti_spam_enabled=None, has_hidden_members=None, has_private_forwards=None, has_protected_content=None, has_restricted_voice_and_video_messages=None, has_visible_history=None, invite_link=None, join_by_request=None, join_to_send_messages=None, linked_chat_id=None, location=None, message_auto_delete_time=None, permissions=None, personal_chat=None, photo=None, pinned_message=None, profile_accent_color_id=None, profile_background_custom_emoji_id=None, slow_mode_delay=None, sticker_set_name=None, unrestrict_boost_count=None)
2026-07-22 15:48:46 | INFO | yumi_almaz | [fwd-debug] forward_origin=MessageOriginChannel(type=<MessageOriginType.CHANNEL: 'channel'>, date=datetime.datetime(2026, 7, 22, 10, 36, 14, tzinfo=TzInfo(UTC)), chat=Chat(id=-1003778217296, type='channel', title="Yumi Omlos To'lov Kanali", username=None, first_name=None, last_name=None, is_forum=None, accent_color_id=None, active_usernames=None, available_reactions=None, background_custom_emoji_id=None, bio=None, birthdate=None, business_intro=None, business_location=None, business_opening_hours=None, can_set_sticker_set=None, custom_emoji_sticker_set_name=None, description=None, emoji_status_custom_emoji_id=None, emoji_status_expiration_date=None, has_aggressive_anti_spam_enabled=None, has_hidden_members=None, has_private_forwards=None, has_protected_content=None, has_restricted_voice_and_video_messages=None, has_visible_history=None, invite_link=None, join_by_request=None, join_to_send_messages=None, linked_chat_id=None, location=None, message_auto_delete_time=None, permissions=None, personal_chat=None, photo=None, pinned_message=None, profile_accent_color_id=None, profile_background_custom_emoji_id=None, slow_mode_delay=None, sticker_set_name=None, unrestrict_boost_count=None), message_id=3, author_signature=None)
2026-07-22 15:48:46 | INFO | yumi_almaz | [fwd-debug] forward_origin type=<class 'aiogram.types.message_origin_channel.MessageOriginChannel'>
2026-07-22 15:52:33 | INFO | yumi_almaz | Bot to'xtatildi.
2026-07-22 15:52:33 | INFO | yumi_almaz | Bot qo'lda to'xtatildi.
2026-07-22 15:52:38 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 15:52:45 | INFO | yumi_almaz | Bot to'xtatildi.
2026-07-22 15:52:45 | INFO | yumi_almaz | Bot qo'lda to'xtatildi.
2026-07-22 15:52:49 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 15:53:06 | INFO | yumi_almaz | [fwd-debug] forward_from_chat=Chat(id=-1003778217296, type='channel', title="Yumi Omlos To'lov Kanali", username=None, first_name=None, last_name=None, is_forum=None, accent_color_id=None, active_usernames=None, available_reactions=None, background_custom_emoji_id=None, bio=None, birthdate=None, business_intro=None, business_location=None, business_opening_hours=None, can_set_sticker_set=None, custom_emoji_sticker_set_name=None, description=None, emoji_status_custom_emoji_id=None, emoji_status_expiration_date=None, has_aggressive_anti_spam_enabled=None, has_hidden_members=None, has_private_forwards=None, has_protected_content=None, has_restricted_voice_and_video_messages=None, has_visible_history=None, invite_link=None, join_by_request=None, join_to_send_messages=None, linked_chat_id=None, location=None, message_auto_delete_time=None, permissions=None, personal_chat=None, photo=None, pinned_message=None, profile_accent_color_id=None, profile_background_custom_emoji_id=None, slow_mode_delay=None, sticker_set_name=None, unrestrict_boost_count=None)
2026-07-22 15:53:06 | INFO | yumi_almaz | [fwd-debug] forward_origin=MessageOriginChannel(type=<MessageOriginType.CHANNEL: 'channel'>, date=datetime.datetime(2026, 7, 22, 10, 36, 14, tzinfo=TzInfo(UTC)), chat=Chat(id=-1003778217296, type='channel', title="Yumi Omlos To'lov Kanali", username=None, first_name=None, last_name=None, is_forum=None, accent_color_id=None, active_usernames=None, available_reactions=None, background_custom_emoji_id=None, bio=None, birthdate=None, business_intro=None, business_location=None, business_opening_hours=None, can_set_sticker_set=None, custom_emoji_sticker_set_name=None, description=None, emoji_status_custom_emoji_id=None, emoji_status_expiration_date=None, has_aggressive_anti_spam_enabled=None, has_hidden_members=None, has_private_forwards=None, has_protected_content=None, has_restricted_voice_and_video_messages=None, has_visible_history=None, invite_link=None, join_by_request=None, join_to_send_messages=None, linked_chat_id=None, location=None, message_auto_delete_time=None, permissions=None, personal_chat=None, photo=None, pinned_message=None, profile_accent_color_id=None, profile_background_custom_emoji_id=None, slow_mode_delay=None, sticker_set_name=None, unrestrict_boost_count=None), message_id=3, author_signature=None)
2026-07-22 15:53:06 | INFO | yumi_almaz | [fwd-debug] forward_origin type=<class 'aiogram.types.message_origin_channel.MessageOriginChannel'>
2026-07-22 15:58:15 | INFO | yumi_almaz | Bot to'xtatildi.
2026-07-22 15:58:15 | INFO | yumi_almaz | Bot qo'lda to'xtatildi.
2026-07-22 15:59:59 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 16:02:04 | INFO | yumi_almaz | Join request qayd qilindi: chat=-1003778217296 user=7560498554
2026-07-22 16:02:17 | INFO | yumi_almaz | Bot to'xtatildi.
2026-07-22 16:02:17 | INFO | yumi_almaz | Bot qo'lda to'xtatildi.
2026-07-22 16:02:46 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 16:04:05 | INFO | yumi_almaz | [fwd-debug] forward_from_chat=Chat(id=-1003778217296, type='channel', title="Yumi Omlos To'lov Kanali", username=None, first_name=None, last_name=None, is_forum=None, accent_color_id=None, active_usernames=None, available_reactions=None, background_custom_emoji_id=None, bio=None, birthdate=None, business_intro=None, business_location=None, business_opening_hours=None, can_set_sticker_set=None, custom_emoji_sticker_set_name=None, description=None, emoji_status_custom_emoji_id=None, emoji_status_expiration_date=None, has_aggressive_anti_spam_enabled=None, has_hidden_members=None, has_private_forwards=None, has_protected_content=None, has_restricted_voice_and_video_messages=None, has_visible_history=None, invite_link=None, join_by_request=None, join_to_send_messages=None, linked_chat_id=None, location=None, message_auto_delete_time=None, permissions=None, personal_chat=None, photo=None, pinned_message=None, profile_accent_color_id=None, profile_background_custom_emoji_id=None, slow_mode_delay=None, sticker_set_name=None, unrestrict_boost_count=None)
2026-07-22 16:04:05 | INFO | yumi_almaz | [fwd-debug] forward_origin=MessageOriginChannel(type=<MessageOriginType.CHANNEL: 'channel'>, date=datetime.datetime(2026, 7, 22, 10, 36, 14, tzinfo=TzInfo(UTC)), chat=Chat(id=-1003778217296, type='channel', title="Yumi Omlos To'lov Kanali", username=None, first_name=None, last_name=None, is_forum=None, accent_color_id=None, active_usernames=None, available_reactions=None, background_custom_emoji_id=None, bio=None, birthdate=None, business_intro=None, business_location=None, business_opening_hours=None, can_set_sticker_set=None, custom_emoji_sticker_set_name=None, description=None, emoji_status_custom_emoji_id=None, emoji_status_expiration_date=None, has_aggressive_anti_spam_enabled=None, has_hidden_members=None, has_private_forwards=None, has_protected_content=None, has_restricted_voice_and_video_messages=None, has_visible_history=None, invite_link=None, join_by_request=None, join_to_send_messages=None, linked_chat_id=None, location=None, message_auto_delete_time=None, permissions=None, personal_chat=None, photo=None, pinned_message=None, profile_accent_color_id=None, profile_background_custom_emoji_id=None, slow_mode_delay=None, sticker_set_name=None, unrestrict_boost_count=None), message_id=3, author_signature=None)
2026-07-22 16:04:05 | INFO | yumi_almaz | [fwd-debug] forward_origin type=<class 'aiogram.types.message_origin_channel.MessageOriginChannel'>
2026-07-22 16:11:39 | INFO | yumi_almaz | Bot to'xtatildi.
2026-07-22 16:11:39 | INFO | yumi_almaz | Bot qo'lda to'xtatildi.
2026-07-22 16:11:45 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 16:12:29 | INFO | yumi_almaz | [fwd-debug] forward_from_chat=Chat(id=-1003778217296, type='channel', title="Yumi Omlos To'lov Kanali", username=None, first_name=None, last_name=None, is_forum=None, accent_color_id=None, active_usernames=None, available_reactions=None, background_custom_emoji_id=None, bio=None, birthdate=None, business_intro=None, business_location=None, business_opening_hours=None, can_set_sticker_set=None, custom_emoji_sticker_set_name=None, description=None, emoji_status_custom_emoji_id=None, emoji_status_expiration_date=None, has_aggressive_anti_spam_enabled=None, has_hidden_members=None, has_private_forwards=None, has_protected_content=None, has_restricted_voice_and_video_messages=None, has_visible_history=None, invite_link=None, join_by_request=None, join_to_send_messages=None, linked_chat_id=None, location=None, message_auto_delete_time=None, permissions=None, personal_chat=None, photo=None, pinned_message=None, profile_accent_color_id=None, profile_background_custom_emoji_id=None, slow_mode_delay=None, sticker_set_name=None, unrestrict_boost_count=None)
2026-07-22 16:12:29 | INFO | yumi_almaz | [fwd-debug] forward_origin=MessageOriginChannel(type=<MessageOriginType.CHANNEL: 'channel'>, date=datetime.datetime(2026, 7, 22, 10, 36, 14, tzinfo=TzInfo(UTC)), chat=Chat(id=-1003778217296, type='channel', title="Yumi Omlos To'lov Kanali", username=None, first_name=None, last_name=None, is_forum=None, accent_color_id=None, active_usernames=None, available_reactions=None, background_custom_emoji_id=None, bio=None, birthdate=None, business_intro=None, business_location=None, business_opening_hours=None, can_set_sticker_set=None, custom_emoji_sticker_set_name=None, description=None, emoji_status_custom_emoji_id=None, emoji_status_expiration_date=None, has_aggressive_anti_spam_enabled=None, has_hidden_members=None, has_private_forwards=None, has_protected_content=None, has_restricted_voice_and_video_messages=None, has_visible_history=None, invite_link=None, join_by_request=None, join_to_send_messages=None, linked_chat_id=None, location=None, message_auto_delete_time=None, permissions=None, personal_chat=None, photo=None, pinned_message=None, profile_accent_color_id=None, profile_background_custom_emoji_id=None, slow_mode_delay=None, sticker_set_name=None, unrestrict_boost_count=None), message_id=3, author_signature=None)
2026-07-22 16:12:29 | INFO | yumi_almaz | [fwd-debug] forward_origin type=<class 'aiogram.types.message_origin_channel.MessageOriginChannel'>
2026-07-22 16:14:11 | INFO | yumi_almaz | Bot to'xtatildi.
2026-07-22 16:14:11 | INFO | yumi_almaz | Bot qo'lda to'xtatildi.
2026-07-22 16:14:33 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 16:16:31 | INFO | yumi_almaz | Yechish so'rovi yaratildi: user=8059999086 amount=456 game_id=Gjfft^]
2026-07-22 16:16:43 | INFO | yumi_almaz | Yechish so'rovi tasdiqlandi: id=3 admin=8059999086
2026-07-22 16:17:41 | INFO | yumi_almaz | Bot to'xtatildi.
2026-07-22 16:17:41 | INFO | yumi_almaz | Bot qo'lda to'xtatildi.
2026-07-22 16:20:02 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 16:20:43 | INFO | yumi_almaz | [fwd-debug] forward_from_chat=Chat(id=-1003778217296, type='channel', title="Yumi Omlos To'lov Kanali", username=None, first_name=None, last_name=None, is_forum=None, accent_color_id=None, active_usernames=None, available_reactions=None, background_custom_emoji_id=None, bio=None, birthdate=None, business_intro=None, business_location=None, business_opening_hours=None, can_set_sticker_set=None, custom_emoji_sticker_set_name=None, description=None, emoji_status_custom_emoji_id=None, emoji_status_expiration_date=None, has_aggressive_anti_spam_enabled=None, has_hidden_members=None, has_private_forwards=None, has_protected_content=None, has_restricted_voice_and_video_messages=None, has_visible_history=None, invite_link=None, join_by_request=None, join_to_send_messages=None, linked_chat_id=None, location=None, message_auto_delete_time=None, permissions=None, personal_chat=None, photo=None, pinned_message=None, profile_accent_color_id=None, profile_background_custom_emoji_id=None, slow_mode_delay=None, sticker_set_name=None, unrestrict_boost_count=None)
2026-07-22 16:20:43 | INFO | yumi_almaz | [fwd-debug] forward_origin=MessageOriginChannel(type=<MessageOriginType.CHANNEL: 'channel'>, date=datetime.datetime(2026, 7, 22, 10, 36, 14, tzinfo=TzInfo(UTC)), chat=Chat(id=-1003778217296, type='channel', title="Yumi Omlos To'lov Kanali", username=None, first_name=None, last_name=None, is_forum=None, accent_color_id=None, active_usernames=None, available_reactions=None, background_custom_emoji_id=None, bio=None, birthdate=None, business_intro=None, business_location=None, business_opening_hours=None, can_set_sticker_set=None, custom_emoji_sticker_set_name=None, description=None, emoji_status_custom_emoji_id=None, emoji_status_expiration_date=None, has_aggressive_anti_spam_enabled=None, has_hidden_members=None, has_private_forwards=None, has_protected_content=None, has_restricted_voice_and_video_messages=None, has_visible_history=None, invite_link=None, join_by_request=None, join_to_send_messages=None, linked_chat_id=None, location=None, message_auto_delete_time=None, permissions=None, personal_chat=None, photo=None, pinned_message=None, profile_accent_color_id=None, profile_background_custom_emoji_id=None, slow_mode_delay=None, sticker_set_name=None, unrestrict_boost_count=None), message_id=3, author_signature=None)
2026-07-22 16:20:43 | INFO | yumi_almaz | [fwd-debug] forward_origin type=<class 'aiogram.types.message_origin_channel.MessageOriginChannel'>
2026-07-22 16:21:29 | INFO | yumi_almaz | Bot to'xtatildi.
2026-07-22 16:21:29 | INFO | yumi_almaz | Bot qo'lda to'xtatildi.
2026-07-22 16:22:15 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 16:22:45 | INFO | yumi_almaz | [fwd-debug] forward_from_chat=Chat(id=-1003778217296, type='channel', title="Yumi Omlos To'lov Kanali", username=None, first_name=None, last_name=None, is_forum=None, accent_color_id=None, active_usernames=None, available_reactions=None, background_custom_emoji_id=None, bio=None, birthdate=None, business_intro=None, business_location=None, business_opening_hours=None, can_set_sticker_set=None, custom_emoji_sticker_set_name=None, description=None, emoji_status_custom_emoji_id=None, emoji_status_expiration_date=None, has_aggressive_anti_spam_enabled=None, has_hidden_members=None, has_private_forwards=None, has_protected_content=None, has_restricted_voice_and_video_messages=None, has_visible_history=None, invite_link=None, join_by_request=None, join_to_send_messages=None, linked_chat_id=None, location=None, message_auto_delete_time=None, permissions=None, personal_chat=None, photo=None, pinned_message=None, profile_accent_color_id=None, profile_background_custom_emoji_id=None, slow_mode_delay=None, sticker_set_name=None, unrestrict_boost_count=None)
2026-07-22 16:22:45 | INFO | yumi_almaz | [fwd-debug] forward_origin=MessageOriginChannel(type=<MessageOriginType.CHANNEL: 'channel'>, date=datetime.datetime(2026, 7, 22, 10, 36, 14, tzinfo=TzInfo(UTC)), chat=Chat(id=-1003778217296, type='channel', title="Yumi Omlos To'lov Kanali", username=None, first_name=None, last_name=None, is_forum=None, accent_color_id=None, active_usernames=None, available_reactions=None, background_custom_emoji_id=None, bio=None, birthdate=None, business_intro=None, business_location=None, business_opening_hours=None, can_set_sticker_set=None, custom_emoji_sticker_set_name=None, description=None, emoji_status_custom_emoji_id=None, emoji_status_expiration_date=None, has_aggressive_anti_spam_enabled=None, has_hidden_members=None, has_private_forwards=None, has_protected_content=None, has_restricted_voice_and_video_messages=None, has_visible_history=None, invite_link=None, join_by_request=None, join_to_send_messages=None, linked_chat_id=None, location=None, message_auto_delete_time=None, permissions=None, personal_chat=None, photo=None, pinned_message=None, profile_accent_color_id=None, profile_background_custom_emoji_id=None, slow_mode_delay=None, sticker_set_name=None, unrestrict_boost_count=None), message_id=3, author_signature=None)
2026-07-22 16:22:45 | INFO | yumi_almaz | [fwd-debug] forward_origin type=<class 'aiogram.types.message_origin_channel.MessageOriginChannel'>
2026-07-22 16:23:56 | INFO | yumi_almaz | Bot to'xtatildi.
2026-07-22 16:23:56 | INFO | yumi_almaz | Bot qo'lda to'xtatildi.
2026-07-22 16:24:16 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 16:24:19 | INFO | yumi_almaz | [sub-debug] user=7560498554 jami kanallar=2
2026-07-22 16:24:19 | INFO | yumi_almaz | [sub-debug] tekshirilyapti: id=5 title='shdyvv 💎' chat_id=None username='isbot_savdoo' invite_link=None
2026-07-22 16:24:19 | INFO | yumi_almaz | [sub-debug] ochiq kanal get_chat_member natijasi: ChatMemberStatus.MEMBER
2026-07-22 16:24:19 | INFO | yumi_almaz | [sub-debug] tekshirilyapti: id=10 title="Yumi Omlos To'lov Kanali" chat_id='-1003778217296' username=None invite_link='https://t.me/+rMThF6hDC10yZWMy'
2026-07-22 16:24:19 | INFO | yumi_almaz | [sub-debug] yopiq kanal, join_request bazada bormi: True
2026-07-22 16:24:19 | INFO | yumi_almaz | [sub-debug] natija: obuna bo'lmagan kanallar soni=0
2026-07-22 16:32:13 | INFO | yumi_almaz | [sub-debug] user=7560498554 jami kanallar=2
2026-07-22 16:32:13 | INFO | yumi_almaz | [sub-debug] tekshirilyapti: id=5 title='shdyvv 💎' chat_id=None username='isbot_savdoo' invite_link=None
2026-07-22 16:32:14 | INFO | yumi_almaz | [sub-debug] ochiq kanal get_chat_member natijasi: ChatMemberStatus.MEMBER
2026-07-22 16:32:14 | INFO | yumi_almaz | [sub-debug] tekshirilyapti: id=10 title="Yumi Omlos To'lov Kanali" chat_id='-1003778217296' username=None invite_link='https://t.me/+rMThF6hDC10yZWMy'
2026-07-22 16:32:14 | INFO | yumi_almaz | [sub-debug] yopiq kanal, join_request bazada bormi: True
2026-07-22 16:32:14 | INFO | yumi_almaz | [sub-debug] natija: obuna bo'lmagan kanallar soni=0
2026-07-22 16:35:08 | INFO | yumi_almaz | Bot to'xtatildi.
2026-07-22 16:35:08 | INFO | yumi_almaz | Bot qo'lda to'xtatildi.
2026-07-22 16:46:44 | INFO | yumi_almaz | Bot ishga tushdi.
2026-07-22 16:46:53 | INFO | yumi_almaz | [sub-debug] user=8059999086 jami kanallar=2
2026-07-22 16:46:53 | INFO | yumi_almaz | [sub-debug] tekshirilyapti: id=5 title='shdyvv 💎' chat_id=None username='isbot_savdoo' invite_link=None
2026-07-22 16:46:54 | INFO | yumi_almaz | [sub-debug] ochiq kanal get_chat_member natijasi: ChatMemberStatus.CREATOR
2026-07-22 16:46:54 | INFO | yumi_almaz | [sub-debug] tekshirilyapti: id=10 title="Yumi Omlos To'lov Kanali" chat_id='-1003778217296' username=None invite_link='https://t.me/+rMThF6hDC10yZWMy'
2026-07-22 16:46:54 | INFO | yumi_almaz | [sub-debug] yopiq kanal, join_request bazada bormi: False
2026-07-22 16:46:54 | INFO | yumi_almaz | [sub-debug] get_chat_member natijasi: ChatMemberStatus.CREATOR
